X,Y,Subtracted,Original 1,Original 2
2131,914,12,55,43
2135,945,2,39,37
2134,946,5,37,32
2133,957,9,48,39
2134,957,14,82,68
2135,957,17,74,57
2134,963,11,45,34
2135,963,7,67,60
2135,964,7,61,54
2135,968,1,34,33
2136,975,5,64,59
2136,981,17,64,47
2137,983,4,37,33
2137,988,10,48,38
2137,993,6,42,36
2137,994,6,69,63
2137,995,6,59,53
2137,999,6,40,34
2139,1001,2,35,33
2139,1007,4,39,35
2138,1013,1,44,43
2138,1014,1,34,33
2139,1026,8,75,67
2140,1026,7,52,45
2139,1031,7,38,31
2139,1032,9,58,49
2140,1032,10,52,42
2140,1038,1,49,48
2140,1051,1,51,50
2140,1052,1,39,38
2140,1064,1,38,37
2141,1064,11,68,57
2141,1070,2,47,45
2142,1075,1,48,47
2141,1076,1,123,122
2142,1076,3,92,89
2141,1077,3,124,121
2142,1077,4,96,92
2141,1078,4,66,62
2142,1078,4,52,48
2142,1090,3,60,57
2142,1096,6,87,81
2142,1107,4,37,33
2141,1108,2,61,59
2142,1108,6,75,69
2141,1109,2,65,63
2142,1109,2,78,76
2143,1109,8,39,31
2143,1114,6,39,33
2141,1115,2,58,56
2142,1115,14,89,75
2143,1115,8,53,45
2141,1116,12,46,34
2142,1116,22,69,47
2142,1122,1,66,65
2142,1127,18,105,87
2143,1127,5,77,72
2143,1128,16,104,88
2143,1129,20,63,43
2143,1133,8,73,65
2143,1134,5,84,79
2142,1140,1,52,51
2143,1140,2,76,74
2142,1141,3,52,49
2143,1141,4,74,70
2142,1145,9,61,52
2143,1145,25,75,50
2141,1146,2,41,39
2143,1146,16,103,87
2143,1147,5,91,86
2143,1148,25,67,42
2141,1152,3,39,36
2142,1152,6,102,96
2141,1153,1,44,43
2142,1153,7,104,97
2142,1154,20,81,61
2143,1154,11,73,62
2142,1155,2,33,31
2142,1158,2,69,67
2142,1159,5,107,102
2143,1159,1,87,86
2143,1160,6,108,102
2144,1160,3,47,44
2142,1161,1,65,64
2143,1161,12,84,72
2143,1164,9,58,49
2142,1166,6,93,87
2143,1166,5,116,111
2143,1171,2,58,56
2142,1172,2,52,50
2142,1173,7,45,38
2143,1174,1,33,32
2142,1177,8,40,32
2142,1178,7,74,67
2141,1179,2,33,31
2142,1179,6,77,71
2142,1180,5,43,38
2143,1192,11,45,34
2142,1198,9,93,84
2142,1199,23,77,54
2143,1202,10,53,43
2143,1203,10,96,86
2142,1204,8,76,68
2143,1204,14,104,90
2143,1209,1,62,61
2142,1210,3,79,76
2142,1211,10,78,68
2143,1216,1,60,59
2141,1223,2,46,44
2143,1223,12,58,46
2141,1228,13,52,39
2142,1228,40,94,54
2142,1229,38,133,95
2141,1230,8,61,53
2142,1230,37,105,68
2141,1231,11,43,32
2142,1231,22,63,41
2141,1234,11,58,47
2142,1234,10,69,59
2142,1235,6,111,105
2143,1235,7,52,45
2142,1236,6,111,105
2143,1236,7,52,45
2141,1237,11,58,47
2142,1237,10,69,59
2141,1240,6,87,81
2142,1240,5,57,52
2141,1241,10,97,87
2142,1241,3,78,75
2141,1242,8,106,98
2141,1247,20,113,93
2142,1247,11,84,73
2140,1248,9,42,33
2143,1248,1,60,59
2143,1255,3,54,51
2141,1256,4,68,64
2142,1256,2,60,58
2141,1261,1,87,86
2142,1261,3,83,80
2141,1262,7,78,71
2142,1262,7,67,60
2140,1267,1,65,64
2141,1267,2,86,84
2141,1268,2,81,79
2140,1272,20,64,44
2140,1273,9,84,75
2140,1274,2,88,86
2141,1274,10,123,113
2142,1274,1,75,74
2140,1275,1,53,52
2141,1275,11,81,70
2142,1275,7,49,42
2140,1278,10,43,33
2141,1278,11,52,41
2140,1279,3,76,73
2141,1279,13,97,84
2140,1280,4,74,70
2141,1280,1,94,93
2140,1281,6,47,41
2141,1281,3,62,59
