X,Y,Subtracted,Original 1,Original 2
2131,914,9,55,46
2131,915,4,38,34
2131,920,3,51,48
2132,920,12,54,42
2133,932,14,52,38
2133,933,15,52,37
2133,937,3,39,36
2132,938,3,34,31
2133,938,2,68,66
2134,938,1,52,51
2134,944,1,73,72
2135,945,5,39,34
2134,950,2,33,31
2133,951,4,48,44
2134,951,2,68,66
2133,957,10,48,38
2134,957,15,82,67
2135,957,4,74,70
2134,963,10,45,35
2135,963,6,67,61
2135,964,6,61,55
2136,970,4,67,63
2136,975,10,64,54
2136,976,4,57,53
2136,981,19,64,45
2136,982,4,59,55
2137,993,2,42,40
2137,995,6,59,53
2137,1001,1,61,60
2139,1007,1,39,38
2138,1013,4,44,40
2139,1025,6,41,35
2139,1026,4,75,71
2140,1026,5,52,47
2139,1027,3,46,43
2139,1031,3,38,35
2139,1032,3,58,55
2140,1032,4,52,48
2140,1038,2,49,47
2139,1039,2,57,55
2140,1039,6,63,57
2141,1064,27,68,41
2141,1070,4,47,43
2142,1070,4,35,31
2140,1075,4,41,37
2141,1075,3,68,65
2141,1076,18,123,105
2142,1076,13,92,79
2140,1077,9,62,53
2141,1077,33,124,91
2142,1077,30,96,66
2141,1078,10,66,56
2142,1078,8,52,44
2141,1082,2,58,56
2142,1082,2,56,54
2142,1096,1,87,86
2143,1096,4,36,32
2141,1102,2,59,57
2141,1103,4,59,55
2142,1103,2,63,61
2142,1107,3,37,34
2142,1110,2,41,39
2141,1115,5,58,53
2142,1115,19,89,70
2143,1115,14,53,39
2142,1116,31,69,38
2142,1121,2,71,69
2142,1122,19,66,47
2142,1126,2,50,48
2142,1127,8,105,97
2143,1127,9,77,68
2142,1128,2,78,76
2143,1128,20,104,84
2143,1129,15,63,48
2143,1133,16,73,57
2143,1134,13,84,71
2143,1135,7,69,62
2143,1139,4,45,41
2141,1146,10,41,31
2142,1146,15,87,72
2143,1146,18,103,85
2142,1147,1,82,81
2143,1147,2,91,89
2141,1152,7,39,32
2142,1152,28,102,74
2143,1152,1,58,57
2141,1153,2,44,42
2142,1153,15,104,89
2142,1154,9,81,72
2143,1154,5,73,68
2142,1158,10,69,59
2143,1158,9,52,43
2142,1159,10,107,97
2143,1159,3,87,84
2143,1160,7,108,101
2142,1161,10,65,55
2143,1161,23,84,61
2143,1164,13,58,45
2143,1165,5,92,87
2144,1165,6,42,36
2142,1166,23,93,70
2143,1166,33,116,83
2144,1166,5,52,47
2144,1167,2,53,51
2143,1171,10,58,48
2142,1172,7,52,45
2143,1172,7,85,78
2142,1173,8,45,37
2143,1173,4,73,69
2142,1177,3,40,37
2142,1178,14,74,60
2143,1178,6,99,93
2142,1179,15,77,62
2143,1179,7,98,91
2143,1184,8,54,46
2141,1185,2,36,34
2143,1185,8,79,71
2142,1191,2,50,48
2142,1197,13,89,76
2142,1198,19,93,74
2142,1199,15,77,62
2143,1202,5,53,48
2143,1203,13,96,83
2143,1204,12,104,92
2143,1205,2,70,68
2142,1209,11,55,44
2143,1209,16,62,46
2142,1210,8,79,71
2142,1216,3,79,76
2143,1217,1,59,58
2142,1218,6,39,33
2142,1221,6,37,31
2141,1223,1,46,45
2143,1223,19,58,39
2141,1228,8,52,44
2142,1228,31,94,63
2141,1229,6,75,69
2142,1229,39,133,94
2141,1230,4,61,57
2142,1230,25,105,80
2141,1231,9,43,34
2142,1231,11,63,52
2141,1240,35,87,52
2142,1240,19,57,38
2143,1241,13,52,39
2141,1242,1,106,105
2141,1243,10,101,91
2142,1247,2,84,82
2140,1248,6,42,36
2142,1248,3,71,68
2143,1248,17,60,43
2140,1249,1,32,31
2141,1255,1,88,87
2142,1255,4,68,64
2143,1255,4,54,50
2141,1256,3,68,65
2142,1260,3,69,66
2142,1261,2,83,81
2141,1262,8,78,70
2140,1266,2,39,37
2140,1267,9,65,56
2140,1268,8,61,53
2141,1273,2,100,98
2141,1274,22,123,101
2142,1274,11,75,64
2140,1275,4,53,49
2141,1275,22,81,59
2142,1275,13,49,36
2140,1278,11,43,32
2141,1278,9,52,43
2140,1279,8,76,68
2141,1279,16,97,81
2140,1280,12,74,62
2141,1280,11,94,83
2142,1280,4,53,49
