X,Y,Subtracted,Original 1,Original 2
2134,944,23,54,31
2138,1001,4,39,35
2140,1076,12,45,33
2141,1076,7,76,69
2141,1095,13,58,45
2142,1095,13,52,39
2142,1096,19,50,31
2142,1114,10,42,32
2142,1115,13,45,32
2143,1127,8,56,48
2143,1146,2,61,59
2142,1147,10,46,36
2143,1152,3,53,50
2142,1153,24,59,35
2142,1159,9,56,47
2143,1159,1,59,58
2143,1167,8,48,40
2143,1178,4,50,46
2143,1179,3,41,38
2143,1197,9,46,37
2143,1198,13,45,32
2142,1204,6,40,34
2143,1204,13,63,50
2142,1223,3,36,33
2142,1228,4,37,33
2142,1230,1,36,35
2142,1240,4,36,32
2141,1241,1,52,51
2142,1242,5,64,59
2142,1243,11,42,31
2141,1248,7,61,54
2142,1248,3,59,56
2141,1255,7,55,48
2142,1255,3,52,49
2141,1272,7,43,36
2140,1273,4,41,37
2141,1273,7,62,55
2140,1274,6,39,33
2141,1274,8,58,50
2140,1279,1,38,37
2141,1279,4,41,37
2141,1280,11,48,37
