X,Y,Subtracted,Original 1,Original 2
2192,993,9,43,34
2193,994,2,42,40
2193,1000,1,63,62
2193,1006,6,64,58
2193,1007,8,57,49
2194,1018,3,53,50
2194,1026,2,36,34
2194,1031,4,80,76
2194,1037,5,50,45
2194,1038,5,41,36
2194,1050,11,48,37
2195,1050,7,47,40
2194,1051,12,48,36
2195,1051,7,47,40
2195,1063,5,70,65
2195,1075,3,53,50
2195,1076,2,58,56
2195,1107,2,55,53
2195,1108,2,55,53
2195,1119,15,49,34
2196,1120,6,39,33
2194,1145,1,33,32
2195,1145,29,87,58
2194,1146,9,53,44
2195,1146,57,140,83
2195,1147,48,98,50
2195,1159,7,54,47
2195,1164,6,38,32
2195,1165,6,75,69
2194,1171,5,50,45
2195,1171,5,62,57
2194,1172,9,54,45
2195,1172,10,67,57
2195,1179,3,40,37
2195,1184,2,53,51
2195,1185,1,46,45
2193,1197,11,68,57
2194,1197,20,93,73
2194,1198,9,65,56
2193,1203,2,67,65
2194,1203,9,63,54
2194,1204,5,68,63
2193,1209,1,51,50
2193,1210,6,90,84
2194,1210,5,54,49
2193,1211,6,72,66
2194,1211,4,45,41
2193,1215,2,53,51
2192,1216,16,47,31
2193,1216,8,98,90
2193,1222,9,52,43
2193,1224,2,70,68
2192,1229,7,92,85
2192,1230,7,79,72
2193,1230,5,93,88
2193,1231,1,52,51
2193,1235,9,76,67
2192,1236,4,79,75
2193,1236,14,88,74
2193,1237,4,53,49
2192,1242,20,58,38
2192,1243,19,54,35
2192,1248,14,62,48
2192,1249,4,87,83
2192,1250,1,47,46
2191,1254,4,41,37
2191,1255,4,65,61
2192,1255,4,100,96
2191,1268,1,103,102
2191,1274,4,111,107
2190,1280,1,44,43
2190,1282,5,43,38
2189,1287,6,61,55
2190,1287,8,100,92
2189,1288,13,60,47
2189,1292,6,46,40
2188,1293,6,42,36
2190,1293,11,63,52
2188,1294,7,44,37
2190,1294,11,65,54
2188,1299,23,57,34
2189,1299,44,108,64
2188,1300,13,71,58
2189,1300,35,128,93
2189,1301,16,71,55
2188,1306,3,71,68
2188,1307,1,81,80
2189,1307,5,77,72
2188,1313,17,92,75
2187,1314,2,40,38
2188,1314,11,67,56
2187,1319,21,81,60
2188,1319,7,105,98
2187,1320,3,61,58
2188,1325,3,44,41
2188,1326,9,50,41
2186,1331,1,74,73
2187,1331,5,84,79
2186,1332,1,75,74
2187,1332,5,88,83
2187,1333,5,41,36
2185,1337,4,60,56
2187,1337,1,50,49
2186,1343,2,64,62
2184,1344,2,49,47
2184,1345,20,56,36
2185,1345,18,114,96
2184,1350,25,63,38
2185,1350,17,100,83
2186,1350,13,54,41
2184,1351,7,47,40
