X,Y,Subtracted,Original 1,Original 2
1793,838,7,87,80
1794,838,11,62,51
1792,839,1,64,63
1793,839,12,79,67
1794,839,15,52,37
1792,844,7,43,36
1793,844,5,62,57
1794,844,4,64,60
1795,844,2,35,33
1792,845,7,75,68
1793,845,4,99,95
1794,845,2,100,98
1792,846,2,55,53
1794,851,4,39,35
1793,852,8,54,46
1794,852,10,72,62
1793,853,3,35,32
1794,853,5,54,49
1795,853,1,38,37
1794,858,9,53,44
1795,858,5,44,39
1793,859,1,42,41
1794,865,11,51,40
1795,865,9,68,59
1796,865,15,61,46
1795,867,13,73,60
1794,872,8,61,53
1797,872,1,68,67
1794,873,6,90,84
1795,873,2,116,114
1797,873,2,111,109
1794,874,6,44,38
1795,874,8,61,53
1797,874,2,68,66
1795,878,4,36,32
1795,879,1,82,81
1796,879,11,93,82
1797,879,1,75,74
1794,880,4,37,33
1798,880,5,80,75
1796,881,4,62,58
1797,881,18,73,55
1798,881,16,63,47
1798,885,2,40,38
1795,887,20,95,75
1796,887,5,109,104
1798,887,6,107,101
1799,887,7,62,55
1797,888,5,88,83
1796,892,45,86,41
1797,892,15,65,50
1796,893,3,87,84
1799,893,12,57,45
1798,894,3,133,130
1796,895,15,73,58
1798,895,1,89,88
1798,900,6,92,86
1800,902,2,43,41
1797,907,12,52,40
1798,907,6,68,62
1797,908,12,70,58
1798,908,11,97,86
1797,909,2,40,38
1798,909,1,62,61
1798,913,14,56,42
1799,913,6,48,42
1800,914,28,84,56
1800,915,6,92,86
1797,916,12,46,34
1798,916,13,77,64
1799,916,9,68,59
1799,921,2,79,77
1800,921,5,65,60
1801,921,5,36,31
1799,922,2,112,110
1801,922,3,60,57
1798,923,1,36,35
1799,923,4,73,69
1799,928,3,70,67
1800,928,1,55,54
1801,928,2,36,34
1800,929,5,85,80
1801,929,7,65,58
1799,930,3,37,34
1801,930,3,46,43
1799,936,7,57,50
1801,936,2,78,76
1800,937,2,65,63
1801,937,3,66,63
1800,943,16,70,54
1800,944,3,71,68
1801,957,3,64,61
1802,957,4,74,70
1803,957,1,57,56
1803,958,5,58,53
1803,964,5,53,48
1802,966,6,57,51
1802,971,1,50,49
1803,971,10,67,57
1804,971,8,45,37
1803,972,10,90,80
1804,972,11,68,57
1803,973,1,64,63
1804,973,7,51,44
1802,978,6,41,35
1803,978,14,61,47
1804,978,10,55,45
1802,979,1,57,56
1803,979,2,80,78
1803,981,6,37,31
1803,985,4,50,46
1804,985,4,50,46
1802,987,1,38,37
1803,987,1,70,69
1804,987,1,79,78
1805,987,1,55,54
1804,988,10,41,31
1805,993,7,62,55
1805,994,7,66,59
1803,1000,6,50,44
1804,1000,17,80,63
1805,1000,13,64,51
1803,1001,4,48,44
1805,1008,3,80,77
1806,1008,9,65,56
1805,1009,3,51,48
1806,1009,8,41,33
1804,1015,6,41,35
1806,1015,1,54,53
1807,1015,8,47,39
1805,1016,9,44,35
1806,1016,3,41,38
1806,1021,7,39,32
1805,1023,7,67,60
1806,1023,1,67,66
1805,1029,6,54,48
1806,1029,13,69,56
1805,1030,5,44,39
1806,1030,10,62,52
1806,1038,1,39,38
1806,1043,2,38,36
1807,1043,3,56,53
1806,1044,2,52,50
1807,1044,4,75,71
1808,1044,6,52,46
1807,1045,4,58,54
1808,1045,6,52,46
1807,1051,8,42,34
1807,1052,2,42,40
1807,1058,3,60,57
1808,1058,3,72,69
1807,1059,4,59,55
1808,1059,7,84,77
1808,1060,2,48,46
1806,1064,2,52,50
1808,1064,2,79,77
1809,1064,24,73,49
1809,1065,3,79,76
1810,1065,5,45,40
1806,1067,5,61,56
1807,1067,9,94,85
1808,1067,13,93,80
1809,1067,12,86,74
1810,1067,2,47,45
1806,1068,3,34,31
1807,1068,11,54,43
1808,1068,11,60,49
1809,1102,1,36,35
1810,1102,1,36,35
1810,1117,1,34,33
1812,1160,11,43,32
1811,1175,11,49,38
1812,1189,9,44,35
